TIME_SCRAPED_PST,PRODUCT_TYPE,URL,TITLE,PRICE,RATING,NO_OF_REVIEWS,OPERATING_SYSTEM,PROCESSOR_BRAND,PROCESSOR_FAMILY,PROCESSOR_GENERATION,CPU_SPEED,GRAPHICS_BRAND,GRAPHICS_FAMILY,GRAPHICS_RAM,GRAPHICS_RAM_TYPE,RAM_MEMORY,RAM_TYPE,RAM_SPEED,STORAGE_SIZE,STORAGE_TYPE,STORAGE_OTHERS,DISPLAY_SIZE,DISPLAY_RESOLUTION,DISPLAY_REFRESH_RATE,DISPLAY_OTHERS,HASH_ID,COSMOS_DB,DISPLAY_REFRESH,WARRANTY,CPU_CACHE,CPU_CORES,CPU_THREADS,None,LINE_CORD
2024-08-10T00:37:49.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P5-Workstation/30ga003aus,ThinkStation P5 Workstation,$17749.00,4.6,15,Windows 11 Pro for Workstations 64,Intel,Xeon W7,2495X,4.80 GHz,NVIDIA,RTX A5500,24 GB,GDDR6,128 GB,DDR5,4800MHz,4 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073749084207354f31e1246f,Y,,3 Years On-site,,,,,
2024-08-10T00:37:41.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-PX-Workstation/30ev002cus,ThinkStation PX Workstation,$16139.00,4.1,6,Windows 11 Pro for Workstations 64,Intel,Xeon Gold,5416S,4.00 GHz,NVIDIA,RTX A4500,20 GB,GDDR6,128 GB,DDR5,4400 MHz,4 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073741984cc45886c23044ef,Y,,3 Years On-site,,,,,C19 NEMA 5-20P (NORTH AMERICA 18A/125V)
2024-08-10T00:37:35.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P7-Workstation/30f3002rus,ThinkStation P7 Workstation,$13979.00,4.2,8,Windows 11 Pro for Workstations 64,Intel,Xeon,W7-3455,4.80 GHz,NVIDIA,RTX A4500,20 GB,GDDR6,64 GB,DDR5,4800 MHz,4 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,202408100737351546774fec4af72419,Y,,3 Years On-site,,,,,
2024-08-10T00:37:27.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P620/30e000thus,ThinkStation P620 Tower Workstation,$12689.00,4.4,300,Windows 11 Pro 64,AMD,Ryzen Threadripper PRO,5965WX,4.50 GHz,NVIDIA,RTX A4500,20 GB,GDDR6,64 GB,DDR4,3200 MHz,2 TB,SSD,M.2 2280 PCIe TLC Opal,,,,,20240810073727835c131d42b3b2847f,Y,,3 Years On-site,,,,,
2024-08-10T00:37:21.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-PX-Workstation/30ev002bus,ThinkStation PX Workstation,$12599.00,4.1,6,Windows 11 Pro for Workstations 64,Intel,Xeon Silver,4410T,4.00 GHz,NVIDIA,RTX A4500,20 GB,GDDR6,64 GB,DDR5,4000 MHz,2 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073721634eb0f5f2fd99f467,Y,,3 Years On-site,,,,,C19 NEMA 5-20P (NORTH AMERICA 18A/125V)
2024-08-10T00:37:09.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P8-Workstation/30hh005hus,ThinkStation P8 Workstation,$12279.00,5.0,2,Windows 11 Pro 64,AMD,Ryzen Threadripper PRO,7965WX,5.30 GHz,NVIDIA,RTX A4000,16 GB,GDDR6,32 GB,DDR5,4800MHz,2 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073709848dab276143bcc4a7,Y,,3 Years On-site,,,,,
2024-08-10T00:37:03.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P7-Workstation/30f3002qus,ThinkStation P7 Workstation,$10939.00,4.2,8,Windows 11 Pro for Workstations 64,Intel,Xeon W5,3435X,4.70 GHz,NVIDIA,RTX A4500,20 GB,GDDR6,64 GB,DDR5,4800MHz,2 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073703108cddda0e3297940f,Y,,3 Years On-site,,,,,
2024-08-10T00:36:48.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P620/30e000tgus,ThinkStation P620 Tower Workstation,$10309.00,4.4,300,Windows 11 Pro 64,AMD,Ryzen Threadripper PRO,5955WX,4.50 GHz,NVIDIA,RTX A4500,20 GB,GDDR6,64 GB,DDR4,3200 MHz,2 TB,SSD,M.2 2280 PCIe TLC Opal,,,,,202408100736483482e13aa63f1014e4,Y,,3 Years On-site,,,,,
2024-08-10T00:36:41.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P7-Workstation/30f3002pus,ThinkStation P7 Workstation,$10059.00,4.2,8,Windows 11 Pro for Workstations 64,Intel,Xeon W7,3445,4.80 GHz,NVIDIA,RTX A2000,12 GB,GDDR6,32 GB,DDR5,4800MHz,2 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,2024081007364144862a99b3cf83c460,Y,,3 Years On-site,,,,,
2024-08-10T00:36:33.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P8-Workstation/30hh005gus,ThinkStation P8 Workstation,$9409.00,5.0,2,Windows 11 Pro 64,AMD,Ryzen Threadripper PRO,7955WX,5.30 GHz,NVIDIA,RTX A4000,16 GB,GDDR6,32 GB,DDR5,4800 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073633893713a0b8d6cdc4cd,Y,,3 Years On-site,,,,,
2024-08-10T00:36:28.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P5-Workstation/30ga0039us,ThinkStation P5 Workstation,$8869.00,4.6,15,Windows 11 Pro for Workstations 64,Intel,Xeon W5,2455X,4.60 GHz,NVIDIA,RTX A4500,20 GB,GDDR6,32 GB,DDR5,4800MHz,2 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073628269baf2db4c3f64454,Y,,3 Years On-site,,,,,
2024-08-10T00:36:21.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P8-Workstation/30hh005fus,ThinkStation P8 Workstation,$8229.00,5.0,2,Windows 11 Pro 64,AMD,Ryzen Threadripper PRO,7955WX,5.30 GHz,NVIDIA,T1000,8 GB,GDDR6,32 GB,DDR5,4800MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073621286ac5b641de15a461,Y,,3 Years On-site,,,,,
2024-08-10T00:36:15.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tower/30gs003kus,ThinkStation P3 Tower Workstation,$7889.00,4.6,167,Windows 11 Pro 64,Intel,Core i9,13th Generation (13900),5.20 GHz,NVIDIA,RTX A4500,20 GB,GDDR6,128 GB,DDR5,4400 MHz,2 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,2024081007361533844251e2091464c9,Y,,3 Years On-site,,,,,
2024-08-10T00:36:07.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tower/30gs003jus,ThinkStation P3 Tower Workstation,$7539.00,4.6,167,Windows 11 Pro 64,Intel,Core i9,13th Generation (13900),5.20 GHz,NVIDIA,RTX A4500,20 GB,GDDR6,128 GB,DDR5,4400 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073607148ef14e8cff8494e3,Y,,3 Years On-site,,,,,
2024-08-10T00:35:58.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Ultra-Workstation-SFF/30ha002fus,ThinkStation P3 Ultra Small Form Factor Workstation,$7509.00,4.6,93,Windows 11 Pro 64,Intel,Core i9,13th Generation (13900),5.20 GHz,NVIDIA,RTX A5500,16 GB,GDDR6,64 GB,DDR5,4000MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,202408100735589920ed59f4baeb544e,Y,,3 Years On-site,,,,,
2024-08-10T00:35:52.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P620/30e000tfus,ThinkStation P620 Tower Workstation,$6909.00,4.4,300,Windows 11 Pro 64,AMD,Ryzen Threadripper PRO,5955WX,4.50 GHz,NVIDIA,RTX A2000,12 GB,GDDR6,32 GB,DDR4,3200MHz,1 TB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,20240810073552803dec23711e35c405,Y,,3 Years On-site,,,,,
2024-08-10T00:35:47.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P5-Workstation/30ga0037us,ThinkStation P5 Workstation,$6109.00,4.6,15,Windows 11 Pro for Workstations 64,Intel,Xeon W3,2425,4.40 GHz,NVIDIA,RTX A2000,12 GB,GDDR6,32 GB,DDR5,4400 MHz,2 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073547245aefb7eaf1f0b4bb,Y,,3 Years On-site,,,,,
2024-08-10T00:35:40.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P620/30e000teus,ThinkStation P620 Tower Workstation,$5849.00,4.4,300,Windows 11 Pro 64,AMD,Ryzen Threadripper PRO,5945WX,4.50 GHz,NVIDIA,RTX A2000,12 GB,GDDR6,32 GB,DDR4,3200 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,20240810073540362ac90e847481a4a1,Y,,3 Years On-site,,,,,
2024-08-10T00:35:33.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tower/30gs003hus,ThinkStation P3 Tower Workstation,$4729.00,4.6,167,Windows 11 Pro 64,Intel,Core i9,13th Generation (i9-13900),5.20 GHz,NVIDIA,RTX A2000,12 GB,GDDR6,64 GB,DDR5,4400 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073533706b4c60b3f0443467,Y,,3 Years On-site,,,,,
2024-08-10T00:35:27.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Ultra-Workstation-SFF/30ha002eus,ThinkStation P3 Ultra Small Form Factor Workstation,$4729.00,4.6,93,Windows 11 Pro 64,Intel,Core i9,13th Generation (13900),5.20 GHz,NVIDIA,RTX A2000,12 GB,GDDR6,64 GB,DDR5,4000 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,2024081007352742750a70b2afb9140c,Y,,3 Years On-site,,,,,
2024-08-10T00:35:21.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tower/30gs003eus,ThinkStation P3 Tower Workstation,$4369.00,4.6,167,Windows 11 Pro 64,Intel,Core i7,13th Generation (13700 vPro),5.10 GHz,NVIDIA,RTX A2000,12 GB,GDDR6,64 GB,DDR5,4400MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,2024081007352158565dae0ecc8a147a,Y,,3 Years On-site,,,,,
2024-08-10T00:35:14.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Ultra-Workstation-SFF/30ha002dus,ThinkStation P3 Ultra Small Form Factor Workstation,$4319.00,4.6,93,Windows 11 Pro 64,Intel,Core i7,13th Gen (13700),5.10 GHz,NVIDIA,RTX A2000,12 GB,GDDR6,64 GB,DDR5,4000 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073514409a203adf34295425,Y,,3 Years On-site,,,,,
2024-08-10T00:35:07.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tiny-Workstation/30h00016us,ThinkStation P3 Tiny Workstation,$3889.00,4.7,225,Windows 11 Pro 64,Intel,Core i9,13th Generation (13900T),5.10 GHz,NVIDIA,T1000,8 GB,GDDR6,64 GB,DDR5,4800 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,2024081007350714017c1a1635671460,Y,,3 Years On-site,,,,,
2024-08-10T00:35:00.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tower/30gs003gus,ThinkStation P3 Tower Workstation,$3859.00,4.6,167,Windows 11 Pro 64,Intel,Core i9,13th Generation (13900 vPro),5.20 GHz,NVIDIA,T1000,8 GB,GDDR6,32 GB,DDR5,4400 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073500905e75a469157ee485,Y,,3 Years On-site,,,,,
2024-08-10T00:34:54.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Ultra-Workstation-SFF/30ha002cus,ThinkStation P3 Ultra Small Form Factor Workstation,$3819.00,4.6,93,Windows 11 Pro 64,Intel,Core i9,13th Generation (13900),5.20 GHz,NVIDIA,T1000,8 GB,GDDR6,32 GB,DDR5,4000 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073454151b2053c46d85e4c3,Y,,3 Years On-site,,,,,
2024-08-10T00:34:48.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tiny-Workstation/30h0001aus,ThinkStation P3 Tiny Workstation,$3579.00,4.7,225,Windows 11 Pro 64,Intel,Core i9,13th Generation (13900T),5.10 GHz,NVIDIA,T1000,8 GB,GDDR6,32 GB,DDR5,4800MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073448341489e01451a3d4d2,Y,,3 Years On-site,,,,,
2024-08-10T00:34:41.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tower/30gs003dus,ThinkStation P3 Tower Workstation,$3449.00,4.6,167,Windows 11 Pro 64,Intel,Core i7,13th Generation (i7-13700),5.10 GHz,NVIDIA,T1000,8 GB,GDDR6,32 GB,DDR5,4400 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073441070fb4a17c24928422,Y,,3 Years On-site,,,,,
2024-08-10T00:34:33.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Ultra-Workstation-SFF/30ha002bus,ThinkStation P3 Ultra Small Form Factor Workstation,$3409.00,4.6,93,Windows 11 Pro 64,Intel,Core i7,13th Generation (13700 vPro),5.10 GHz,NVIDIA,T1000,8 GB,GDDR6,32 GB,DDR5,4000 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073433687d9ee5b2a90444ec,Y,,3 Years On-site,,,,,
2024-08-10T00:34:28.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tiny-Workstation/30h0001bus,ThinkStation P3 Tiny Workstation,$3169.00,4.7,225,Windows 11 Pro 64,Intel,Core i7,13th Gen (13700T),3.60 GHz,NVIDIA,T1000,8 GB,GDDR6,32 GB,DDR5,4800 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,2024081007342813377970765f1af4ce,Y,,3 Years On-site,,,,,
2024-08-10T00:34:21.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tower/30gs003fus,ThinkStation P3 Tower Workstation,$3149.00,4.6,167,Windows 11 Pro 64,Intel,Core i9,13th Generation (13900 vPro),5.20 GHz,NVIDIA,T400,4 GB,GDDR6,16 GB,DDR5,4400 MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073421190638da01762db45e,Y,,3 Years On-site,,,,,
2024-08-10T00:34:14.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkedge/ThinkEdge-SE50-Edge-Client/11rj008eus,ThinkEdge SE50,$3119.00,0.0,0,Ubuntu Linux,Intel,Core i7,8th Generation (8665UE),4.40 GHz,Intel,UHD Graphics 620,,,16 GB,DDR4,2400 MHz,256 GB + 1 TB,SSD,"SATA 2.5"" + M.2 2280 PCIe Opal",,,,,20240810073414521f510be84a6d849d,Y,,3 Years On-site,,,,,
2024-08-10T00:34:07.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkedge/ThinkEdge-SE50-Edge-Client/11rj008lus,ThinkEdge SE50,$2939.00,0.0,0,Windows 10 IoT Enterprise 64,Intel,Core i7,8th Generation (8665UE),1.70 GHz - 4.40 GHz,Intel,UHD Graphics 620,,,16 GB,DDR4,2400 MHz,1 TB,SSD,M.2 2280 PCIe Opal,,,,,20240810073407891b90b3cc77e734f3,Y,,3 Years On-site,,,,,
2024-08-10T00:34:00.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tiny-Workstation/30h00019us,ThinkStation P3 Tiny Workstation,$2849.00,4.7,226,Windows 11 Pro 64,Intel,Core i9,13th Generation (13900T),5.10 GHz,NVIDIA,T400,4 GB,GDDR6,16 GB,DDR5,4800MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073400435b52c7c048d4a463,Y,,3 Years On-site,,,,,
2024-08-10T00:33:53.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkedge/ThinkEdge-SE70-powered-by-AWS-Panorama-Edge-Client/12ae0004ut,ThinkEdge SE70 powered by AWS Panorama,$2799.00,0.0,0,Linux,NVIDIA,Carmel ARMv8.2,,1.90GHz,NVIDIA,Volta GPU,,,8 GB,LPDDR4X,1866MHz,1 TB,SSD,M.2 2230 PCIe Gen3 Opal + 16 GB eMMC 5.1,,,,,20240810073353795b49f0ff5d4ec401,Y,,3 Years Courier or Carry-in,,,,,
2024-08-10T00:33:48.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tower/30gs003cus,ThinkStation P3 Tower Workstation,$2739.00,4.6,167,Windows 11 Pro 64,Intel,Core i7,13th Generation (13700),5.10 GHz,NVIDIA,T400,4 GB,GDDR6,16 GB,DDR5,4400MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,2024081007334814973f9615090774a1,Y,,3 Years On-site,,,,,
2024-08-10T00:33:41.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Ultra-Workstation-SFF/30ha0029us,ThinkStation P3 Ultra Small Form Factor Workstation,$2689.00,4.6,93,Windows 11 Pro 64,Intel,Core i7,13th Generation (13700),5.10 GHz,NVIDIA,T400,4 GB,GDDR6,16 GB,DDR5,4000MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,2024081007334174172d696d9acb0431,Y,,3 Years On-site,,,,,
